Shop Code,April 18,May 18,June 18,July 18,August 18,September 18,October 18,November 18,December 18,January 19,February 19,March 19,April 19,May 19,June 19,July 19,August 19,September 19,October 19,November 19,December 19,January 20,February 20,March 20,April 20,May 20,June 20,July 20,August 20,September 20,October 20,November 20,December 20,January 21,February 21,March 21,April 21,May 21,June 21,July 21,August 21,September 21,October 21,November 21,December 21,January 22,February 22,March 22,April 22,May 22,June 22,July 22,August 22,September 22,October 22,November 22,December 22,January 23,February 23,March 23
GMKA0018,44557.5,44354.82,103309.91,47734.83,125059.7,52540.68,48433.96,49027.81,97994.3,44687.53,24668.809999999998,56127.74,49049.399999999994,30542.47,32075.719999999998,68533.75,66647.82,49851.45,34433.25,54532.78,59332.86,43872.46,64269.240000000005,92237.51000000001,107878.35,68735.25,70004.48,75784.92,61305.43,47862.56,59598.850000000006,70654.35,47479.01,49903.56,29213.079999999998,49056.520000000004,50667.18,51860.24,26365.21,30019.07,25907.9,16168.18,43717.08,36655.15,38213.11,16433.57,29643.66,18586.239999999998,20279.28,10675.71,0.0,0.0,0.0,0.0,0.0,0.0,45378.770000000004,24669.449999999997,37967.53,16752.91
GMKA0020,107613.79,99667.25,79073.18,88331.03,105860.85,93104.39,112151.70999999999,120094.84,118234.25,136430.2,149249.44,113481.4,94721.48,76768.55,97348.82,104359.54,51437.850000000006,121254.97,94520.43,94093.94,76710.85,106506.94,92519.65000000001,136292.44,46039.770000000004,97170.26999999999,109725.26999999999,96633.73999999999,66251.96,65168.1,74186.9,83628.19,66928.04,58522.87,36617.47,42476.49,26034.65,50234.55,31482.940000000002,48959.18,31239.47,38694.979999999996,45151.18,35011.41,67454.27,56806.7,41589.89,33609.84,44371.66,0.0,0.0,0.0,0.0,0.0,0.0,9334.86,30905.219999999998,36437.43,31675.23,28352.18
GMKA0021,111829.12,134545.61,135360.44,164829.66,149173.08,200300.6,139343.87,158006.38,174673.01,130242.03,136041.87,203932.05,126995.14,135398.22,145466.14,158195.75,134475.39,139697.7,149805.16999999998,114951.94,134750.47,101608.09,135463.39,218240.55,88683.13,122065.82999999999,128253.64,86868.51999999999,106380.25,135870.55,95733.03,106814.65,144302.88,106719.54,102897.75,173692.66,109781.34,136986.25,139477.88999999998,119889.26999999999,118734.0,148828.71,97263.64,101653.63,132785.27000000002,102210.32,115283.89,128098.76000000001,101598.09,32463.58,0.0,0.0,0.0,0.0,0.0,13050.06,124356.79,136798.03,106472.53,105694.58
GMKA0022,46170.4,47368.5,43998.59,57749.91,75642.34,68321.45999999999,68450.63,74181.16,52626.66,58745.21,55034.75,78481.65,54941.53,56827.29,52012.3,78050.26999999999,100122.85,84521.38,58919.83,62458.58,56427.19,109900.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMKA0023,92082.13,84447.13,81370.72,52442.13,87618.36,76562.86,96116.92,53991.119999999995,79357.1,43075.9,45478.22,53557.06,36057.04,46748.03,73147.75,31654.399999999998,33047.770000000004,39590.86,47097.29,49949.53,49397.7,39021.94,40560.87,74517.78,80317.06,32250.17,33915.21,32995.96,54056.61,49526.32,12679.07,36834.11,42748.84,45711.56,18475.38,48714.75,50163.84,53435.88,58465.97,21563.13,49726.75,23745.52,9896.56,43253.42,46113.12,34142.71,25459.989999999998,30534.04,49306.78,0.0,0.0,0.0,0.0,0.0,0.0,9890.1,92319.42,9916.53,36108.25,24484.67
GMKA0024,58759.84,59391.19,106805.69,57212.88,108180.25,108161.95000000001,119690.58,99737.53,88019.23,90363.95999999999,93926.03,60207.55,72493.88,75437.49,84759.82,105035.47,99127.55,98751.89,82342.63,123201.98,94507.54000000001,127412.97,69784.7,154029.61,136894.54,83747.39,95844.64,126435.35,145827.03,139620.07,121574.1,128509.97,108516.14,127648.53,110249.15,87524.95000000001,95846.05,136644.03,65512.02,106482.02,60009.05,45944.39,83177.62,83313.48,127660.68,90369.74,83714.27,98289.56999999999,74722.11,36505.18,0.0,0.0,0.0,0.0,0.0,16767.19,166406.59,55228.96,47730.71,71528.95
GMKA0026,107984.43,55627.16,63052.57,55445.53,28791.22,59611.27,49022.27,50755.57,42935.87,60412.03,53303.95,56199.43,32974.72,39946.09,57571.91,61706.450000000004,37985.46,34753.23,41398.03,49214.29,35894.67,49148.55,31080.91,77555.11,133012.74,27538.17,49933.72,63859.85,38488.020000000004,66727.3,56667.36,46961.32,66629.72,33554.06,43933.87,49608.42999999999,63410.33,82155.34,48117.97,60093.28,53750.51,70969.84,37946.25,42166.31,50644.84,49307.19,32524.32,44586.43,39449.76,0.0,0.0,0.0,0.0,0.0,0.0,6068.62,33247.48,37868.7,28915.13,35873.22
GMKA0027,43618.23,45060.8,50628.85,72045.69,68436.45999999999,63921.64,69824.92,77368.23999999999,62658.060000000005,76385.62,49669.28,70232.55,64692.3,53161.9,54052.2,62706.74,59007.909999999996,62678.05,40943.22,57151.24,53917.31,48230.82,64212.399999999994,110521.23,35806.58,41264.62,73131.68,70244.9,75566.84,105554.67,57268.39,64360.119999999995,61770.05,63191.17,47543.549999999996,71045.33,93096.03,35412.01,51702.98,41292.99,50495.55,79266.12,60832.56,61377.67,63454.19,61071.29,51839.19,81201.22,46798.18,0.0,0.0,0.0,0.0,0.0,0.0,2152.54,73285.48,70931.06,68349.12999999999,88298.04999999999
GMKA0030,0.0,182131.15,18096.7,37311.39,32457.84,30261.63,56776.75,29055.1,43536.79,40719.21,46638.31,37669.869999999995,36129.69,32666.55,27191.92,40354.21,44679.68,40477.159999999996,34895.25,48292.63,37115.229999999996,28221.07,46552.159999999996,61081.72,42494.84,38840.33,18154.37,57594.1,25576.77,65364.12,41813.63,32035.12,31970.54,28298.18,24893.440000000002,26611.050000000003,59658.61,17414.52,28061.54,24319.230000000003,39811.740000000005,47715.38,62438.7,73772.32,61641.22,73314.32,36798.72,44044.380000000005,40268.630000000005,39395.79,5573.54,0.0,0.0,0.0,0.0,17716.24,60565.66,62090.72,82182.88,48490.43
GMKA0031,25785.39,21239.92,35221.8,37196.78,47575.54,56076.61,27742.519999999997,24950.33,42363.62,0.0,35114.69,28855.64,0.0,24603.5,15408.13,19000.43,31711.84,15091.91,8666.02,15098.38,26877.72,0.0,17357.46,8597.43,0.0,0.0,15601.13,25560.26,13702.67,14216.7,0.0,22374.77,18205.9,28163.99,0.0,16714.34,17431.96,94498.64,0.0,29104.87,26637.79,16462.44,16468.92,9881.98,28286.52,0.0,22582.16,34865.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22784.660000000003,8392.73,11419.17,10083.33
GMKA0032,45221.18,49614.78,50439.53,43948.66,40618.229999999996,41527.380000000005,51157.54,60425.990000000005,48433.28999999999,53101.54,41118.729999999996,26330.09,58633.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMKA0034,0.0,0.0,0.0,0.0,0.0,0.0,197488.17,22925.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255672.18,16960.4,10517.23,12558.970000000001,18080.010000000002,6819.97,17920.85,14701.95,10683.06,10094.39,10826.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4718.29,0.0,0.0,5407.48
GMKA0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238521.03,36285.69,25413.489999999998,26178.17,37838.08,43203.5,17807.9,14332.14,30229.34,0.0,0.0,0.0,0.0,0.0,0.0,13403.36,49568.520000000004,42588.15,42695.799999999996,62362.479999999996
GMKA0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168437.66,78394.1,42971.64,53437.38,10269.029999999999,20125.1,24236.47,19807.14,36545.92,41563.94,20691.47,0.0,25445.16,11150.89,15074.36,39706.18,0.0,55386.25000000001,6237.0599999999995,26799.46,53465.81,9215.75,81443.34,0.0,9277.57,30173.03,35142.25,44688.43,0.0,0.0,0.0,0.0,0.0,47705.57,39891.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMKA0037,0.0,0.0,178704.67,14027.72,18398.129999999997,28034.94,44550.45,25202.480000000003,39251.75,34359.63,50483.25,0.0,39721.27,0.0,0.0,0.0,0.0,0.0,9730.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMKA0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246067.35,33801.88,73980.45,47612.93,77031.57,62008.7,64368.61,76410.07,73229.67,115508.64,82885.98999999999,88952.95000000001,99539.37,100413.6,112213.55,175454.8,52170.93,66866.88,77398.5,86244.05,71432.7,85511.57999999999,83075.32,134617.7,23019.91,130858.85,51461.73,64105.990000000005,77080.86,92923.43,79658.94,65011.97,72706.84,71920.98000000001,100095.3,120606.04000000001,96802.97,94664.73,105211.65,78858.09,98975.0,79119.97,52727.14,0.0,0.0,0.0,0.0,0.0,20278.24,82239.66,56413.78,51227.5,72943.4
GMKA0039,41238.27,66833.27,72575.9,104022.97,51817.63,0.0,56896.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMKA0042,0.0,0.0,0.0,197466.32,14687.29,14760.0,12591.3,10266.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMKA0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418220.27,128422.87,92224.48000000001,70681.11,68696.58,96909.5,55589.58,113170.16,59065.01,113574.44,47715.16,106843.03,144811.78,127487.4,98441.22,150713.33000000002,117647.59999999999,74040.35,109684.95999999999,150522.55,119131.52,195218.0,139983.33,151795.26,164824.06,151755.52000000002,129741.06,194750.68,122075.0,130047.88,123057.43000000001,117209.73,146985.04,175113.53,124957.68000000001,119993.59,163769.12,156558.68,124623.31,139796.24,133375.54,0.0,0.0,0.0,0.0,0.0,0.0,29625.35,123480.71,122689.75,117803.68999999999,126306.85
GMKA0044,0.0,0.0,182588.17,55292.77,59905.91,23879.489999999998,42242.979999999996,21331.65,29532.46,24880.019999999997,40953.729999999996,29026.34,28394.829999999998,20016.72,31642.370000000003,39913.509999999995,22344.82,29179.99,42752.88,41278.729999999996,25604.47,33391.0,48331.47,30291.38,47226.06,43898.46,27851.48,62124.47,42952.82,48306.44,47467.52,37479.479999999996,72587.14,19887.89,29195.34,25445.77,28958.94,57799.16,29149.83,31714.66,22876.11,24016.559999999998,33815.14,28239.86,33097.04,26008.32,15253.779999999999,27536.72,23728.86,15289.880000000001,0.0,0.0,0.0,0.0,0.0,5347.96,28941.82,27721.79,29249.879999999997,12827.91
GMKA0047,0.0,0.0,0.0,0.0,0.0,180507.78,44388.31,32545.11,12580.94,54434.729999999996,46401.64,39944.21,37738.1,63142.46000000001,30553.489999999998,56425.16,27728.620000000003,32510.25,39923.91,33605.37,33069.89,37225.92,5352.42,59907.619999999995,58498.09,43651.63,36607.26,33322.78,30864.61,40497.9,29373.350000000002,31945.050000000003,36751.04,33358.0,33778.33,36606.0,57719.05,77918.29000000001,42265.0,35044.82,36460.42,43189.81,20032.03,31456.31,44995.26,35821.37,29729.15,30227.61,26457.6,12216.23,0.0,0.0,0.0,0.0,0.0,9153.87,34217.67,26946.12,23946.72,21090.56
GMKA0048,20997.55,40428.94,88999.31,73445.45,144642.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMKA0051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202167.0,14981.2,17281.8,17155.26,21578.05,0.0,42592.96,1074.19,38088.950000000004,20187.57,6132.78,16386.0,40099.78999999999,15490.04,0.0,48336.22,0.0,0.0,61609.04,11630.49,30368.2,23333.25,6090.65,32725.739999999998,6707.64,18885.81,36188.55,0.0,35210.19,18835.010000000002,0.0,0.0,29772.33,36415.33,34299.42,26349.16,24526.46,26365.24,3736.82,0.0,0.0,0.0,0.0,0.0,14471.17,24939.0,33325.97,10439.06,44573.93
GMKA0054,183923.95,57229.44,66679.12,94811.11,76774.76,51476.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMKA0055,0.0,0.0,0.0,19712.48,31732.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMKA0058,0.0,0.0,0.0,0.0,0.0,33821.3,19011.77,22157.64,14739.4,12766.75,23204.03,18039.1,13552.3,11807.57,2848.08,12812.15,9996.65,9783.8,16479.91,0.0,10915.53,15157.939999999999,0.0,26539.46,23030.88,21263.83,5911.92,19543.34,10722.52,9931.97,8942.91,16666.37,23352.309999999998,10395.85,11890.82,7395.56,30145.45,15400.81,9319.98,11225.66,6567.72,10495.94,5398.96,17064.06,3807.39,6342.23,12017.279999999999,0.0,6348.6,9816.11,0.0,0.0,0.0,0.0,0.0,0.0,4912.21,5219.110000000001,3768.87,2739.52
GMKA0060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196245.2,0.0,2640.11,1125.37,3284.19,0.0,0.0,36820.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1349.71,0.0,0.0,699.22,2263.64,587.43,2025.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMKA0061,0.0,0.0,185333.87,175034.52,188249.47,133363.16,128156.02,110998.05,121589.94,96119.08,74084.67,74941.01000000001,66311.91,51248.93,45471.600000000006,19702.68,48942.66,27528.97,17955.79,35297.47,16283.46,14913.33,15944.66,0.0,30230.410000000003,0.0,20864.81,18269.69,13657.73,0.0,0.0,14689.36,0.0,15771.26,0.0,0.0,11618.54,9188.72,0.0,12319.73,0.0,0.0,11035.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMKA0062,0.0,0.0,0.0,0.0,206549.74,26240.57,49190.45,53246.67,58808.81,57921.1,29593.03,39113.65,30597.97,45224.19,33918.81,71793.42,41999.88,17043.59,14309.49,29683.45,14813.29,34711.05,26504.75,49646.92,59535.34,55166.45,26915.2,57063.05,49156.43,54663.53,69331.14,30398.45,65349.42,36210.649999999994,40437.54,33494.82,62396.630000000005,46148.39,29717.0,49292.94,39118.27,35442.97,39074.42,38863.18,59949.88,54380.950000000004,33616.2,33579.19,37525.13,17519.82,0.0,0.0,0.0,0.0,0.0,6834.51,29781.21,31901.13,28294.88,20305.13
